school_name,school_code,region,district,level,ownership
Nyakadete,,Mbeya,Mbarali Dc,Primary,
Nyakazombe,,Mbeya,Mbarali Dc,Primary,
Nyamakuyu,,Mbeya,Mbarali Dc,Primary,
Nyamtowo,,Mbeya,Mbarali Dc,Primary,
Nyeregete,,Mbeya,Mbarali Dc,Primary,
Ruiwa,,Mbeya,Mbarali Dc,Primary,
Rujewa,,Mbeya,Mbarali Dc,Primary,
Rwanyo,,Mbeya,Mbarali Dc,Primary,
Simike,,Mbeya,Mbarali Dc,Primary,
Songwe Imalilo,,Mbeya,Mbarali Dc,Primary,
Ubaruku,,Mbeya,Mbarali Dc,Primary,
Udindilwa,,Mbeya,Mbarali Dc,Primary,
Uhambule,,Mbeya,Mbarali Dc,Primary,
Uhamila,,Mbeya,Mbarali Dc,Primary,
Uhusiano,,Mbeya,Mbarali Dc,Primary,
Ujewa,,Mbeya,Mbarali Dc,Primary,
Ukwama,,Mbeya,Mbarali Dc,Primary,
Ukwavila,,Mbeya,Mbarali Dc,Primary,
Urunda,,Mbeya,Mbarali Dc,Primary,
Utengule Usangu,,Mbeya,Mbarali Dc,Primary,
Uturo,,Mbeya,Mbarali Dc,Primary,
Utyego,,Mbeya,Mbarali Dc,Primary,
Vikaye,,Mbeya,Mbarali Dc,Primary,
Warumba,,Mbeya,Mbarali Dc,Primary,
Yala,,Mbeya,Mbarali Dc,Primary,
Airport,,Mbeya,Mbeya Cc,Primary,
Azimio,,Mbeya,Mbeya Cc,Primary,
Chemchem,,Mbeya,Mbeya Cc,Primary,
Gombe,,Mbeya,Mbeya Cc,Primary,
Halengo,,Mbeya,Mbeya Cc,Primary,
Halinji,,Mbeya,Mbeya Cc,Primary,
Hasanga,,Mbeya,Mbeya Cc,Primary,
Hasenshelo,,Mbeya,Mbeya Cc,Primary,
Hayanga,,Mbeya,Mbeya Cc,Primary,
Iduda,,Mbeya,Mbeya Cc,Primary,
Igale,,Mbeya,Mbeya Cc,Primary,
Iganjo,,Mbeya,Mbeya Cc,Primary,
Iganzo,,Mbeya,Mbeya Cc,Primary,
Igoma,,Mbeya,Mbeya Cc,Primary,
Ijombe,,Mbeya,Mbeya Cc,Primary,
Ikulu,,Mbeya,Mbeya Cc,Primary,
Ikuti,,Mbeya,Mbeya Cc,Primary,
Ilemi,,Mbeya,Mbeya Cc,Primary,
Ilolo,,Mbeya,Mbeya Cc,Primary,
Ilomba,,Mbeya,Mbeya Cc,Primary,
Inyala,,Mbeya,Mbeya Cc,Primary,
Isanga,,Mbeya,Mbeya Cc,Primary,
Itagano,,Mbeya,Mbeya Cc,Primary,
Itezi,,Mbeya,Mbeya Cc,Primary,
Itiji,,Mbeya,Mbeya Cc,Primary,
Ivumwe,,Mbeya,Mbeya Cc,Primary,
Iwambi,,Mbeya,Mbeya Cc,Primary,
Iyela,,Mbeya,Mbeya Cc,Primary,
Iyunga,,Mbeya,Mbeya Cc,Primary,
Iziwa,,Mbeya,Mbeya Cc,Primary,
Jitegemee,,Mbeya,Mbeya Cc,Primary,
Juhudi,,Mbeya,Mbeya Cc,Primary,
Kagera,,Mbeya,Mbeya Cc,Primary,
Kalobe,,Mbeya,Mbeya Cc,Primary,
Kalobe B Mabonde,,Mbeya,Mbeya Cc,Primary,
Kambarage,,Mbeya,Mbeya Cc,Primary,
Kilimahewa,,Mbeya,Mbeya Cc,Primary,
Kilimo,,Mbeya,Mbeya Cc,Primary,
Lyoto,,Mbeya,Mbeya Cc,Primary,
Maanga,,Mbeya,Mbeya Cc,Primary,
Mabatini,,Mbeya,Mbeya Cc,Primary,
Madaraka,,Mbeya,Mbeya Cc,Primary,
Maendeleo,,Mbeya,Mbeya Cc,Primary,
Mafanikio,,Mbeya,Mbeya Cc,Primary,
Majengo,,Mbeya,Mbeya Cc,Primary,
Mapambano,,Mbeya,Mbeya Cc,Primary,
Mapinduzi,,Mbeya,Mbeya Cc,Primary,
Mbata,,Mbeya,Mbeya Cc,Primary,
Meta,,Mbeya,Mbeya Cc,Primary,
Mkapa,,Mbeya,Mbeya Cc,Primary,
Mkuyuni,,Mbeya,Mbeya Cc,Primary,
Mlimani,,Mbeya,Mbeya Cc,Primary,
Mshikamano Nyigamba,,Mbeya,Mbeya Cc,Primary,
Muungano,,Mbeya,Mbeya Cc,Primary,
Mwahala,,Mbeya,Mbeya Cc,Primary,
Mwakibete,,Mbeya,Mbeya Cc,Primary,
Mwanyanje,,Mbeya,Mbeya Cc,Primary,
Mwasanga,,Mbeya,Mbeya Cc,Primary,
Mwasenkwa,,Mbeya,Mbeya Cc,Primary,
Mwasote,,Mbeya,Mbeya Cc,Primary,
Mwenge,,Mbeya,Mbeya Cc,Primary,
Nero,,Mbeya,Mbeya Cc,Primary,
Nonde,,Mbeya,Mbeya Cc,Primary,
Nsalaga,,Mbeya,Mbeya Cc,Primary,
Nsoho,,Mbeya,Mbeya Cc,Primary,
Nsongwi,,Mbeya,Mbeya Cc,Primary,
Nzovwe,,Mbeya,Mbeya Cc,Primary,
Pambogo,,Mbeya,Mbeya Cc,Primary,
Ruanda Nzovwe,,Mbeya,Mbeya Cc,Primary,
Selemba,,Mbeya,Mbeya Cc,Primary,
Simike,,Mbeya,Mbeya Cc,Primary,
Sinde,,Mbeya,Mbeya Cc,Primary,
Sinsitila,,Mbeya,Mbeya Cc,Primary,
Sisimba,,Mbeya,Mbeya Cc,Primary,
Tambukareli,,Mbeya,Mbeya Cc,Primary,
Uhuru,,Mbeya,Mbeya Cc,Primary,
Uyole,,Mbeya,Mbeya Cc,Primary,
Veta,,Mbeya,Mbeya Cc,Primary,
Changombe,,Mbeya,Mbeya Dc,Primary,
Darajani,,Mbeya,Mbeya Dc,Primary,
Dimbwe,,Mbeya,Mbeya Dc,Primary,
Galijembe,,Mbeya,Mbeya Dc,Primary,
Haonde,,Mbeya,Mbeya Dc,Primary,
Hatwelo,,Mbeya,Mbeya Dc,Primary,
Hazina,,Mbeya,Mbeya Dc,Primary,
Hekima,,Mbeya,Mbeya Dc,Primary,
Horongo,,Mbeya,Mbeya Dc,Primary,
Idiga,,Mbeya,Mbeya Dc,Primary,
Idimi,,Mbeya,Mbeya Dc,Primary,
Idiwili,,Mbeya,Mbeya Dc,Primary,
Idugumbi,,Mbeya,Mbeya Dc,Primary,
Idunda,,Mbeya,Mbeya Dc,Primary,
Ifiga,,Mbeya,Mbeya Dc,Primary,
Ifupa,,Mbeya,Mbeya Dc,Primary,
Igale,,Mbeya,Mbeya Dc,Primary,
Igalukwa,,Mbeya,Mbeya Dc,Primary,
Igoma I,,Mbeya,Mbeya Dc,Primary,
Igoma Ii,,Mbeya,Mbeya Dc,Primary,
Igowe,,Mbeya,Mbeya Dc,Primary,
Igunga,,Mbeya,Mbeya Dc,Primary,
Ihango,,Mbeya,Mbeya Dc,Primary,
Ijombe Juu,,Mbeya,Mbeya Dc,Primary,
Ikukwa,,Mbeya,Mbeya Dc,Primary,
Ikumbi,,Mbeya,Mbeya Dc,Primary,
Ikuyu,,Mbeya,Mbeya Dc,Primary,
Ilangale,,Mbeya,Mbeya Dc,Primary,
Ilembo,,Mbeya,Mbeya Dc,Primary,
Ilembo Usafwa,,Mbeya,Mbeya Dc,Primary,
Ileya,,Mbeya,Mbeya Dc,Primary,
Ilindi,,Mbeya,Mbeya Dc,Primary,
Ilota,,Mbeya,Mbeya Dc,Primary,
Ilungu,,Mbeya,Mbeya Dc,Primary,
Imezu,,Mbeya,Mbeya Dc,Primary,
Inyala,,Mbeya,Mbeya Dc,Primary,
Irambo,,Mbeya,Mbeya Dc,Primary,
Isangala,,Mbeya,Mbeya Dc,Primary,
Isangati,,Mbeya,Mbeya Dc,Primary,
Isebe,,Mbeya,Mbeya Dc,Primary,
Isende,,Mbeya,Mbeya Dc,Primary,
Isongole,,Mbeya,Mbeya Dc,Primary,
Isonso,,Mbeya,Mbeya Dc,Primary,
Isuto,,Mbeya,Mbeya Dc,Primary,
Isyasya,,Mbeya,Mbeya Dc,Primary,
Itaga,,Mbeya,Mbeya Dc,Primary,
Itala,,Mbeya,Mbeya Dc,Primary,
Italazya,,Mbeya,Mbeya Dc,Primary,
Itambalila,,Mbeya,Mbeya Dc,Primary,
Itega,,Mbeya,Mbeya Dc,Primary,
Itende Juu,,Mbeya,Mbeya Dc,Primary,
Itete,,Mbeya,Mbeya Dc,Primary,
Itimba,,Mbeya,Mbeya Dc,Primary,
Itimu,,Mbeya,Mbeya Dc,Primary,
Itizi,,Mbeya,Mbeya Dc,Primary,
Iwala,,Mbeya,Mbeya Dc,Primary,
Iwalanje,,Mbeya,Mbeya Dc,Primary,
Iwanga,,Mbeya,Mbeya Dc,Primary,
Iwiji,,Mbeya,Mbeya Dc,Primary,
Iwindi,,Mbeya,Mbeya Dc,Primary,
Iwowo,,Mbeya,Mbeya Dc,Primary,
Iyawaya,,Mbeya,Mbeya Dc,Primary,
Iyunga Mapinduzi,,Mbeya,Mbeya Dc,Primary,
Izumbwe I,,Mbeya,Mbeya Dc,Primary,
Izumbwe Ii,,Mbeya,Mbeya Dc,Primary,
Izuo,,Mbeya,Mbeya Dc,Primary,
Izyira,,Mbeya,Mbeya Dc,Primary,
Jitegemee,,Mbeya,Mbeya Dc,Primary,
Jojo,,Mbeya,Mbeya Dc,Primary,
Juhudi,,Mbeya,Mbeya Dc,Primary,
Karume Camp,,Mbeya,Mbeya Dc,Primary,
Kawetere,,Mbeya,Mbeya Dc,Primary,
Kikondo,,Mbeya,Mbeya Dc,Primary,
Kimondo,,Mbeya,Mbeya Dc,Primary,
Lunji,,Mbeya,Mbeya Dc,Primary,
Lupeta,,Mbeya,Mbeya Dc,Primary,
Lusungo,,Mbeya,Mbeya Dc,Primary,
Lwanjilo,,Mbeya,Mbeya Dc,Primary,
Maadilisho,,Mbeya,Mbeya Dc,Primary,
Madugu,,Mbeya,Mbeya Dc,Primary,
Maendeleo,,Mbeya,Mbeya Dc,Primary,
Maganjo,,Mbeya,Mbeya Dc,Primary,
Mageuzi,,Mbeya,Mbeya Dc,Primary,
Malowe,,Mbeya,Mbeya Dc,Primary,
Mapambano,,Mbeya,Mbeya Dc,Primary,
Mapelele,,Mbeya,Mbeya Dc,Primary,
Masewe,,Mbeya,Mbeya Dc,Primary,
Mashujaa,,Mbeya,Mbeya Dc,Primary,
Masoko,,Mbeya,Mbeya Dc,Primary,
Masyeta,,Mbeya,Mbeya Dc,Primary,
Mbagala,,Mbeya,Mbeya Dc,Primary,
Mbalizi I,,Mbeya,Mbeya Dc,Primary,
Mbalizi Ii,,Mbeya,Mbeya Dc,Primary,
Mbawi,,Mbeya,Mbeya Dc,Primary,
Mbeya Peak,,Mbeya,Mbeya Dc,Primary,
Mbonile,,Mbeya,Mbeya Dc,Primary,
Mkapa,,Mbeya,Mbeya Dc,Primary,
Mkombozi,,Mbeya,Mbeya Dc,Primary,
Mlimareli,,Mbeya,Mbeya Dc,Primary,
Mlowo,,Mbeya,Mbeya Dc,Primary,
Mpande,,Mbeya,Mbeya Dc,Primary,
Mshewe,,Mbeya,Mbeya Dc,Primary,
Mtakuja,,Mbeya,Mbeya Dc,Primary,
Mumba,,Mbeya,Mbeya Dc,Primary,
Muvwa,,Mbeya,Mbeya Dc,Primary,
Mwakasita,,Mbeya,Mbeya Dc,Primary,
Mwala,,Mbeya,Mbeya Dc,Primary,
Mwamengo,,Mbeya,Mbeya Dc,Primary,
Mwampalala,,Mbeya,Mbeya Dc,Primary,
Mwaselela,,Mbeya,Mbeya Dc,Primary,
Mwashiwawala,,Mbeya,Mbeya Dc,Primary,
Mwashoma,,Mbeya,Mbeya Dc,Primary,
Mwela,,Mbeya,Mbeya Dc,Primary,
Mwenge,,Mbeya,Mbeya Dc,Primary,
Ndola,,Mbeya,Mbeya Dc,Primary,
Ngole,,Mbeya,Mbeya Dc,Primary,
Nhindo,,Mbeya,Mbeya Dc,Primary,
Njelenje A,,Mbeya,Mbeya Dc,Primary,
Njelenje B,,Mbeya,Mbeya Dc,Primary,
Nkwangu,,Mbeya,Mbeya Dc,Primary,
Nsalala,,Mbeya,Mbeya Dc,Primary,
Nsambya,,Mbeya,Mbeya Dc,Primary,
Nsega,,Mbeya,Mbeya Dc,Primary,
Nsenga,,Mbeya,Mbeya Dc,Primary,
Nsheha,,Mbeya,Mbeya Dc,Primary,
Nsongwi Juu,,Mbeya,Mbeya Dc,Primary,
Nyalwela,,Mbeya,Mbeya Dc,Primary,
Pashungu,,Mbeya,Mbeya Dc,Primary,
Pipeline,,Mbeya,Mbeya Dc,Primary,
Ruanda Ii,,Mbeya,Mbeya Dc,Primary,
Sanje,,Mbeya,Mbeya Dc,Primary,
Santilya,,Mbeya,Mbeya Dc,Primary,
Saruji,,Mbeya,Mbeya Dc,Primary,
Sayuma,,Mbeya,Mbeya Dc,Primary,
Shamwengo,,Mbeya,Mbeya Dc,Primary,
Shango,,Mbeya,Mbeya Dc,Primary,
Shibolya,,Mbeya,Mbeya Dc,Primary,
Shihola,,Mbeya,Mbeya Dc,Primary,
Shilanga,,Mbeya,Mbeya Dc,Primary,
Shinzingo,,Mbeya,Mbeya Dc,Primary,
Shisonta,,Mbeya,Mbeya Dc,Primary,
Shisyete,,Mbeya,Mbeya Dc,Primary,
Shitete,,Mbeya,Mbeya Dc,Primary,
Shizuvi,,Mbeya,Mbeya Dc,Primary,
Shongo,,Mbeya,Mbeya Dc,Primary,
Shuwa,,Mbeya,Mbeya Dc,Primary,
Simambwe,,Mbeya,Mbeya Dc,Primary,
Songwe Ii,,Mbeya,Mbeya Dc,Primary,
Songwe Magereza,,Mbeya,Mbeya Dc,Primary,
Swaya,,Mbeya,Mbeya Dc,Primary,
Tembela,,Mbeya,Mbeya Dc,Primary,
Tuyombo,,Mbeya,Mbeya Dc,Primary,
Ukulila,,Mbeya,Mbeya Dc,Primary,
Umoja,,Mbeya,Mbeya Dc,Primary,
Usoha Muungano,,Mbeya,Mbeya Dc,Primary,
Usoha Njiapanda,,Mbeya,Mbeya Dc,Primary,
Utengule Usongwe,,Mbeya,Mbeya Dc,Primary,
Wimba,,Mbeya,Mbeya Dc,Primary,
Bagamoyo,,Mbeya,Rungwe Dc,Primary,
Bugoba,,Mbeya,Rungwe Dc,Primary,
Bujela,,Mbeya,Rungwe Dc,Primary,
Bujinga,,Mbeya,Rungwe Dc,Primary,
Bulongwe,,Mbeya,Rungwe Dc,Primary,
Bulyaga,,Mbeya,Rungwe Dc,Primary,
Bunyakasege,,Mbeya,Rungwe Dc,Primary,
Bunyangomale,,Mbeya,Rungwe Dc,Primary,
Busilya,,Mbeya,Rungwe Dc,Primary,
Busona,,Mbeya,Rungwe Dc,Primary,
Chuo Magereza,,Mbeya,Rungwe Dc,Primary,
Goje,,Mbeya,Rungwe Dc,Primary,
Goye,,Mbeya,Rungwe Dc,Primary,
Ibagha,,Mbeya,Rungwe Dc,Primary,
Ibigi,,Mbeya,Rungwe Dc,Primary,
Ibililo,,Mbeya,Rungwe Dc,Primary,
Ibuka,,Mbeya,Rungwe Dc,Primary,
Ibula,,Mbeya,Rungwe Dc,Primary,
Ibungila,,Mbeya,Rungwe Dc,Primary,
Ibungu,,Mbeya,Rungwe Dc,Primary,
Ibutu,,Mbeya,Rungwe Dc,Primary,
Idweli,,Mbeya,Rungwe Dc,Primary,
Igembe,,Mbeya,Rungwe Dc,Primary,
Igogwe,,Mbeya,Rungwe Dc,Primary,
Ijigha,,Mbeya,Rungwe Dc,Primary,
Ikomelo,,Mbeya,Rungwe Dc,Primary,
Ikukisya,,Mbeya,Rungwe Dc,Primary,
Ikuti,,Mbeya,Rungwe Dc,Primary,
Ilalabwe,,Mbeya,Rungwe Dc,Primary,
Ilenge,,Mbeya,Rungwe Dc,Primary,
Ilima,,Mbeya,Rungwe Dc,Primary,
Iloto,,Mbeya,Rungwe Dc,Primary,
Ilulwe,,Mbeya,Rungwe Dc,Primary,
Ilundo,,Mbeya,Rungwe Dc,Primary,
Iponjola,,Mbeya,Rungwe Dc,Primary,
Ipyana,,Mbeya,Rungwe Dc,Primary,
Isabula,,Mbeya,Rungwe Dc,Primary,
Isaka,,Mbeya,Rungwe Dc,Primary,
Isebe,,Mbeya,Rungwe Dc,Primary,
Isebelo,,Mbeya,Rungwe Dc,Primary,
Iseselo,,Mbeya,Rungwe Dc,Primary,
Ishinga,,Mbeya,Rungwe Dc,Primary,
Isuba,,Mbeya,Rungwe Dc,Primary,
Isuga,,Mbeya,Rungwe Dc,Primary,
Isumba,,Mbeya,Rungwe Dc,Primary,
Isyonje,,Mbeya,Rungwe Dc,Primary,
Itagata,,Mbeya,Rungwe Dc,Primary,
Itiki,,Mbeya,Rungwe Dc,Primary,
Itula,,Mbeya,Rungwe Dc,Primary,
Kabembe,,Mbeya,Rungwe Dc,Primary,
Kakala,,Mbeya,Rungwe Dc,Primary,
Kanyegele,,Mbeya,Rungwe Dc,Primary,
Kapugi,,Mbeya,Rungwe Dc,Primary,
Katabe,,Mbeya,Rungwe Dc,Primary,
Katumba I,,Mbeya,Rungwe Dc,Primary,
Katumba Ii,,Mbeya,Rungwe Dc,Primary,
Katusyo,,Mbeya,Rungwe Dc,Primary,
Kayuki,,Mbeya,Rungwe Dc,Primary,
Kibisi,,Mbeya,Rungwe Dc,Primary,
Kibwe,,Mbeya,Rungwe Dc,Primary,
Kigugu,,Mbeya,Rungwe Dc,Primary,
Kikole,,Mbeya,Rungwe Dc,Primary,
Kikuyu,,Mbeya,Rungwe Dc,Primary,
Kilimani,,Mbeya,Rungwe Dc,Primary,
Kiloba,,Mbeya,Rungwe Dc,Primary,
Kinyangwa,,Mbeya,Rungwe Dc,Primary,
Kinyika,,Mbeya,Rungwe Dc,Primary,
Kipande,,Mbeya,Rungwe Dc,Primary,
Kisa,,Mbeya,Rungwe Dc,Primary,
Kisindile,,Mbeya,Rungwe Dc,Primary,
Kisoko,,Mbeya,Rungwe Dc,Primary,
Kisumba,,Mbeya,Rungwe Dc,Primary,
Kitope,,Mbeya,Rungwe Dc,Primary,
Kituli,,Mbeya,Rungwe Dc,Primary,
Kiwira,,Mbeya,Rungwe Dc,Primary,
Kyambambembe,,Mbeya,Rungwe Dc,Primary,
Kyimbila,,Mbeya,Rungwe Dc,Primary,
Kyobo,,Mbeya,Rungwe Dc,Primary,
Kyosa,,Mbeya,Rungwe Dc,Primary,
Lubanda,,Mbeya,Rungwe Dc,Primary,
Lubemba,,Mbeya,Rungwe Dc,Primary,
Lubwe,,Mbeya,Rungwe Dc,Primary,
Lufingo,,Mbeya,Rungwe Dc,Primary,
Lukata,,Mbeya,Rungwe Dc,Primary,
Lukingi,,Mbeya,Rungwe Dc,Primary,
Lumbe,,Mbeya,Rungwe Dc,Primary,
Lumbila,,Mbeya,Rungwe Dc,Primary,
Lupale,,Mbeya,Rungwe Dc,Primary,
Lupepo,,Mbeya,Rungwe Dc,Primary,
Lupoto,,Mbeya,Rungwe Dc,Primary,
Lutengano,,Mbeya,Rungwe Dc,Primary,
Lutete,,Mbeya,Rungwe Dc,Primary,
Lyebe,,Mbeya,Rungwe Dc,Primary,
Lyenje,,Mbeya,Rungwe Dc,Primary,
Maasa,,Mbeya,Rungwe Dc,Primary,
Mabonde,,Mbeya,Rungwe Dc,Primary,
Madaraka,,Mbeya,Rungwe Dc,Primary,
Magereza,,Mbeya,Rungwe Dc,Primary,
Mahenge,,Mbeya,Rungwe Dc,Primary,
Majombo,,Mbeya,Rungwe Dc,Primary,
Makandana,,Mbeya,Rungwe Dc,Primary,
Malamba,,Mbeya,Rungwe Dc,Primary,
Malangali,,Mbeya,Rungwe Dc,Primary,
Masaki,,Mbeya,Rungwe Dc,Primary,
Masebe,,Mbeya,Rungwe Dc,Primary,
Masoko,,Mbeya,Rungwe Dc,Primary,
Masukulu,,Mbeya,Rungwe Dc,Primary,
Matwebe,,Mbeya,Rungwe Dc,Primary,
Matweli,,Mbeya,Rungwe Dc,Primary,
Mbafwa,,Mbeya,Rungwe Dc,Primary,
Mbaka,,Mbeya,Rungwe Dc,Primary,
Mbeye I,,Mbeya,Rungwe Dc,Primary,
Mibula,,Mbeya,Rungwe Dc,Primary,
Mpakani,,Mbeya,Rungwe Dc,Primary,
Mpandapanda,,Mbeya,Rungwe Dc,Primary,
Mpelangwasi,,Mbeya,Rungwe Dc,Primary,
Mpuguso,,Mbeya,Rungwe Dc,Primary,
Mpumbuli,,Mbeya,Rungwe Dc,Primary,
Mpunguti,,Mbeya,Rungwe Dc,Primary,
Mwankenja,,Mbeya,Rungwe Dc,Primary,
Ndaga,,Mbeya,Rungwe Dc,Primary,
Nditu,,Mbeya,Rungwe Dc,Primary,
Ngubati,,Mbeya,Rungwe Dc,Primary,
Ngumbulu,,Mbeya,Rungwe Dc,Primary,
Njikula,,Mbeya,Rungwe Dc,Primary,
Njugilo,,Mbeya,Rungwe Dc,Primary,
Nsongola,,Mbeya,Rungwe Dc,Primary,
Nsongwa,,Mbeya,Rungwe Dc,Primary,
Nsyasya,,Mbeya,Rungwe Dc,Primary,
Ntokela,,Mbeya,Rungwe Dc,Primary,
Nzunda,,Mbeya,Rungwe Dc,Primary,
Pakati,,Mbeya,Rungwe Dc,Primary,
Rungwe,,Mbeya,Rungwe Dc,Primary,
Salemu,,Mbeya,Rungwe Dc,Primary,
Segela,,Mbeya,Rungwe Dc,Primary,
Songwe,,Mbeya,Rungwe Dc,Primary,
Suma,,Mbeya,Rungwe Dc,Primary,
Swaya,,Mbeya,Rungwe Dc,Primary,
Syukula,,Mbeya,Rungwe Dc,Primary,
Tukuyu,,Mbeya,Rungwe Dc,Primary,
Ukukwe,,Mbeya,Rungwe Dc,Primary,
Unyamwanga,,Mbeya,Rungwe Dc,Primary,
Balama,,Morogoro,Gairo Dc,Primary,
Bwawani,,Morogoro,Gairo Dc,Primary,
Chagongwe,,Morogoro,Gairo Dc,Primary,
Chakwale,,Morogoro,Gairo Dc,Primary,
Chamwino,,Morogoro,Gairo Dc,Primary,
Chanjale,,Morogoro,Gairo Dc,Primary,
Chingholwe,,Morogoro,Gairo Dc,Primary,
Chinyakala,,Morogoro,Gairo Dc,Primary,
Chishambo,,Morogoro,Gairo Dc,Primary,
Chogoali,,Morogoro,Gairo Dc,Primary,
Fyadigwa,,Morogoro,Gairo Dc,Primary,
Gairo A,,Morogoro,Gairo Dc,Primary,
Gairo B,,Morogoro,Gairo Dc,Primary,
Ibondo,,Morogoro,Gairo Dc,Primary,
Ibuti,,Morogoro,Gairo Dc,Primary,
Idibo,,Morogoro,Gairo Dc,Primary,
Ihenje,,Morogoro,Gairo Dc,Primary,
Ijava,,Morogoro,Gairo Dc,Primary,
Ikwamba,,Morogoro,Gairo Dc,Primary,
Iringa,,Morogoro,Gairo Dc,Primary,
Italagwe,,Morogoro,Gairo Dc,Primary,
Iyogwe,,Morogoro,Gairo Dc,Primary,
Kibedya,,Morogoro,Gairo Dc,Primary,
Kidete Chagongwe,,Morogoro,Gairo Dc,Primary,
Kilama,,Morogoro,Gairo Dc,Primary,
Kilimani,,Morogoro,Gairo Dc,Primary,
Kimashale,,Morogoro,Gairo Dc,Primary,
Kinyolisi,,Morogoro,Gairo Dc,Primary,
Kisitwi,,Morogoro,Gairo Dc,Primary,
Kitaita,,Morogoro,Gairo Dc,Primary,
Kumbulu,,Morogoro,Gairo Dc,Primary,
Kwipipa,,Morogoro,Gairo Dc,Primary,
Leshata,,Morogoro,Gairo Dc,Primary,
Lolela,,Morogoro,Gairo Dc,Primary,
Lufikiri,,Morogoro,Gairo Dc,Primary,
Luhwaji,,Morogoro,Gairo Dc,Primary,
Lukando,,Morogoro,Gairo Dc,Primary,
Lukinga,,Morogoro,Gairo Dc,Primary,
Lukungu,,Morogoro,Gairo Dc,Primary,
Madege,,Morogoro,Gairo Dc,Primary,
Magenge,,Morogoro,Gairo Dc,Primary,
Majawanga,,Morogoro,Gairo Dc,Primary,
Makuyu,,Morogoro,Gairo Dc,Primary,
Malowelo,,Morogoro,Gairo Dc,Primary,
Mamiwa,,Morogoro,Gairo Dc,Primary,
Mamvisi,,Morogoro,Gairo Dc,Primary,
Mandege,,Morogoro,Gairo Dc,Primary,
Masenge,,Morogoro,Gairo Dc,Primary,
Masimbani,,Morogoro,Gairo Dc,Primary,
Meshugi,,Morogoro,Gairo Dc,Primary,
Mkalama,,Morogoro,Gairo Dc,Primary,
Mkobwe,,Morogoro,Gairo Dc,Primary,
Mnafu,,Morogoro,Gairo Dc,Primary,
Mnjilili,,Morogoro,Gairo Dc,Primary,
Mnyuhnwe,,Morogoro,Gairo Dc,Primary,
Mogohigwa,,Morogoro,Gairo Dc,Primary,
Msingisi,,Morogoro,Gairo Dc,Primary,
Mtega,,Morogoro,Gairo Dc,Primary,
Nagwai,,Morogoro,Gairo Dc,Primary,
Ndogomi,,Morogoro,Gairo Dc,Primary,
Ngayaki,,Morogoro,Gairo Dc,Primary,
Ngholongo,,Morogoro,Gairo Dc,Primary,
Ngiloli,,Morogoro,Gairo Dc,Primary,
Nguyami,,Morogoro,Gairo Dc,Primary,
Njungwa,,Morogoro,Gairo Dc,Primary,
Nongwe,,Morogoro,Gairo Dc,Primary,
Rubeho,,Morogoro,Gairo Dc,Primary,
Sanganjeru,,Morogoro,Gairo Dc,Primary,
Tabu Hoteli,,Morogoro,Gairo Dc,Primary,
Ukwamani,,Morogoro,Gairo Dc,Primary,
Yeriko,,Morogoro,Gairo Dc,Primary,
Darajani,,Morogoro,Ifakara Tc,Primary,
Ichonde,,Morogoro,Ifakara Tc,Primary,
Ifakara,,Morogoro,Ifakara Tc,Primary,
Ihanga,,Morogoro,Ifakara Tc,Primary,
Itefa,,Morogoro,Ifakara Tc,Primary,
Jamhuri,,Morogoro,Ifakara Tc,Primary,
Jangwani,,Morogoro,Ifakara Tc,Primary,
Jongo,,Morogoro,Ifakara Tc,Primary,
Juhudi,,Morogoro,Ifakara Tc,Primary,
Kadenge,,Morogoro,Ifakara Tc,Primary,
Kalunga,,Morogoro,Ifakara Tc,Primary,
Kanolo,,Morogoro,Ifakara Tc,Primary,
Kanyenja,,Morogoro,Ifakara Tc,Primary,
Kapolo,,Morogoro,Ifakara Tc,Primary,
Katindiuka,,Morogoro,Ifakara Tc,Primary,
Katrini,,Morogoro,Ifakara Tc,Primary,
Katurukila,,Morogoro,Ifakara Tc,Primary,
Kibaoni,,Morogoro,Ifakara Tc,Primary,
Kiberege,,Morogoro,Ifakara Tc,Primary,
Kiberege Magereza,,Morogoro,Ifakara Tc,Primary,
Kibongoto,,Morogoro,Ifakara Tc,Primary,
Kichangani,,Morogoro,Ifakara Tc,Primary,
Kidatu,,Morogoro,Ifakara Tc,Primary,
Kigamboni,,Morogoro,Ifakara Tc,Primary,
Kikwawila,,Morogoro,Ifakara Tc,Primary,
Kilama A,,Morogoro,Ifakara Tc,Primary,
Kilama B,,Morogoro,Ifakara Tc,Primary,
Kilombero,,Morogoro,Ifakara Tc,Primary,
Kiningina,,Morogoro,Ifakara Tc,Primary,
Kiswanya,,Morogoro,Ifakara Tc,Primary,
Kiyongwile,,Morogoro,Ifakara Tc,Primary,
Lihami,,Morogoro,Ifakara Tc,Primary,
Lipangalala,,Morogoro,Ifakara Tc,Primary,
Lumemo,,Morogoro,Ifakara Tc,Primary,
Lungongole,,Morogoro,Ifakara Tc,Primary,
Lyegama,,Morogoro,Ifakara Tc,Primary,
Machipi,,Morogoro,Ifakara Tc,Primary,
Madukani,,Morogoro,Ifakara Tc,Primary,
Maendeleo,,Morogoro,Ifakara Tc,Primary,
Magombera,,Morogoro,Ifakara Tc,Primary,
Mahutanga,,Morogoro,Ifakara Tc,Primary,
Mangula,,Morogoro,Ifakara Tc,Primary,
Mapinduzi,,Morogoro,Ifakara Tc,Primary,
